id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,Team,Season,League
7322,Bukayo Saka,35,2990,16,16.807056225836277,8,11.325986489653587,107,89,4,0,F,Arsenal,10,12.240043208003044,30.357597015798092,13.228619534522295,Arsenal,2023,Premier League
5220,Kai Havertz,37,2651,13,13.465729914605618,7,5.814370539039373,69,45,11,0,F M S,Arsenal,12,12.704561084508896,24.790123470127583,9.346141943708062,Arsenal,2023,Premier League
7698,Leandro Trossard,34,1649,12,9.575767548754811,1,3.252073733136058,60,24,2,0,F M S,Arsenal,12,9.575767548754811,16.976479506120086,5.5028668232262135,Arsenal,2023,Premier League
2517,Martin Odegaard,35,3117,8,7.670226177200675,10,11.577396512031555,77,102,2,0,M,Arsenal,6,6.147925289347768,29.81505699455738,18.138023640960455,Arsenal,2023,Premier League
5553,Declan Rice,38,3256,7,3.186093623749912,8,5.895036246627569,58,47,5,0,M S,Arsenal,7,3.186093623749912,19.678100544027984,16.131323732435703,Arsenal,2023,Premier League
7752,Gabriel Martinelli,35,2056,6,7.1196701768785715,4,5.3229342848062515,58,46,1,0,F S,Arsenal,6,7.1196701768785715,16.80896869674325,6.638341135345399,Arsenal,2023,Premier League
6482,Eddie Nketiah,27,1036,5,5.057408779859543,2,1.209644090384245,38,9,3,0,F S,Arsenal,5,5.057408779859543,5.851144388318062,0.9911122377961874,Arsenal,2023,Premier League
5543,Gabriel Jesus,27,1496,4,7.291733928024769,5,4.235467437654734,55,28,6,0,F S,Arsenal,4,7.291733928024769,15.054804097861052,5.210432682186365,Arsenal,2023,Premier League
7298,Ben White,37,3024,4,2.015913512557745,4,4.758832193911076,13,38,8,0,D S,Arsenal,4,2.015913512557745,20.14929211512208,17.290449742227793,Arsenal,2023,Premier League
5613,Gabriel,36,3050,3,4.025354804471135,0,0.8747859355062246,31,3,4,0,D S,Arsenal,3,4.025354804471135,13.232404409907758,12.333239757455885,Arsenal,2023,Premier League
6888,William Saliba,38,3420,2,2.367191250436008,1,0.24890925362706184,10,6,4,0,D,Arsenal,2,2.367191250436008,16.631769336760044,16.434827260673046,Arsenal,2023,Premier League
7931,Takehiro Tomiyasu,22,1106,2,1.6189159248024225,1,0.5923872366547585,17,6,0,1,D S,Arsenal,2,1.6189159248024225,3.8184002935886383,3.4134652838110924,Arsenal,2023,Premier League
2958,Oleksandr Zinchenko,27,1742,1,0.5664580916054547,2,3.02644526027143,17,29,2,0,D S,Arsenal,1,0.5664580916054547,9.755152989178896,8.132995340973139,Arsenal,2023,Premier League
10012,Jakub Kiwior,20,953,1,1.1961752735078335,3,0.9080287516117096,6,6,1,0,D S,Arsenal,1,1.1961752735078335,5.180064149200916,3.9905764758586884,Arsenal,2023,Premier League
11007,Fábio Vieira,11,277,1,1.164049606770277,2,1.3098269253969193,7,5,0,1,M S,Arsenal,0,0.4028807692229748,1.5897186901420355,0.29259338416159153,Arsenal,2023,Premier League
496,Mohamed Elneny,3,18,0,0.0575435645878315,0,0,2,0,0,0,S,Arsenal,0,0.0575435645878315,0.154712975025177,0.0971694067120552,Arsenal,2023,Premier League
847,Cédric Soares,3,44,0,0,0,0,0,0,0,0,S,Arsenal,0,0,0.19675532914698124,0.19675532914698124,Arsenal,2023,Premier League
1389,Jorginho,24,911,0,0.08004274033010006,2,1.5529427882283926,4,10,1,0,M S,Arsenal,0,0.08004274033010006,6.152929972857237,5.498104698956013,Arsenal,2023,Premier League
2328,Thomas Partey,14,793,0,0.36420316621661186,0,0.4302750788629055,8,6,3,0,D M S,Arsenal,0,0.36420316621661186,5.986752610653639,5.494942259043455,Arsenal,2023,Premier League
5603,Aaron Ramsdale,6,540,0,0,0,0,0,0,0,0,GK,Arsenal,0,0,0.7832736372947693,0.7832736372947693,Arsenal,2023,Premier League
6492,Reiss Nelson,15,215,0,0.23842556215822697,0,0.6414464898407459,4,5,1,0,F S,Arsenal,0,0.23842556215822697,3.198990484699607,2.478929640725255,Arsenal,2023,Premier League
7230,Emile Smith-Rowe,13,325,0,1.5201803892850876,1,0.24036412686109543,15,4,0,0,M S,Arsenal,0,1.5201803892850876,3.7657799795269966,2.0563183277845383,Arsenal,2023,Premier League
9676,David Raya,32,2880,0,0,0,0,0,0,2,0,GK,Arsenal,0,0,7.5175920985639095,7.5175920985639095,Arsenal,2023,Premier League
11132,Ethan Nwaneri,1,6,0,0,0,0.024536216631531715,0,1,0,0,S,Arsenal,0,0,0.024536216631531715,0.024536216631531715,Arsenal,2023,Premier League
11707,Jurriën Timber,2,70,0,0,0,0,0,0,2,0,D S,Arsenal,0,0,0.2789519429206848,0.2789519429206848,Arsenal,2023,Premier League
8260,Erling Haaland,31,2581,27,31.65399668365717,5,4.7517555598169565,122,29,1,0,F S,Manchester City,20,25.564646281301975,30.19725350290537,3.128645434975624,Manchester_City,2023,Premier League
6055,Phil Foden,35,2895,19,11.307983005419374,8,8.51623285189271,105,73,2,0,F M S,Manchester City,19,11.307983005419374,30.41696721315384,16.99899828247726,Manchester_City,2023,Premier League
10846,Julián Álvarez,36,2682,11,14.373571239411831,8,5.823111834935844,98,66,2,0,F M S,Manchester City,9,12.851233504712582,27.162230297923088,13.089299127459526,Manchester_City,2023,Premier League
2496,Rodri,34,2967,8,4.294270480051637,9,5.32604681327939,62,50,8,1,M,Manchester City,8,4.294270480051637,31.623008400201797,26.291744768619537,Manchester_City,2023,Premier League
3635,Bernardo Silva,33,2599,6,4.0968160554766655,9,8.528519937768579,34,65,8,0,M S,Manchester City,6,4.0968160554766655,24.37213490717113,15.577253567054868,Manchester_City,2023,Premier League
447,Kevin De Bruyne,18,1233,4,2.5787349939346313,10,11.979073725640774,44,58,2,0,M S,Manchester City,4,2.5787349939346313,15.635810784995556,7.777100384235382,Manchester_City,2023,Premier League
9790,Josko Gvardiol,28,2335,4,3.0817854246124625,1,2.115578116849065,32,19,3,0,D S,Manchester City,4,3.0817854246124625,18.244669392704964,14.99465874582529,Manchester_City,2023,Premier League
675,Jack Grealish,20,975,3,2.3835059702396393,1,2.7743227388709784,22,26,6,0,M S,Manchester City,3,2.3835059702396393,11.642571322619915,7.49614975694567,Manchester_City,2023,Premier League
8981,Jéremy Doku,29,1616,3,3.7698520198464394,8,5.476052410900593,56,45,3,0,D M S,Manchester City,3,3.7698520198464394,14.622362297028303,7.702265929430723,Manchester_City,2023,Premier League
579,Nathan Aké,29,2046,2,2.1801057858392596,2,1.736834991723299,20,10,0,0,D S,Manchester City,2,2.1801057858392596,13.195554159581661,12.08234017342329,Manchester_City,2023,Premier League
6490,Manuel Akanji,30,2517,2,2.200386293232441,0,0.5265345014631748,15,13,2,1,D M S,Manchester City,2,2.200386293232441,16.700940661132336,15.83909061923623,Manchester_City,2023,Premier League
10847,Rico Lewis,16,802,2,0.8562885001301765,0,1.7641991823911667,5,13,1,0,D M S,Manchester City,2,0.8562885001301765,6.614272229373455,4.863891489803791,Manchester_City,2023,Premier League
586,John Stones,16,1060,1,0.7489623166620731,0,0.261431485414505,4,6,2,0,D M S,Manchester City,1,0.7489623166620731,6.698675032705069,6.489708628505468,Manchester_City,2023,Premier League
2254,Mateo Kovacic,30,1540,1,1.42939617857337,0,1.6855967957526445,22,21,4,0,M S,Manchester City,1,1.42939617857337,13.513947013765574,12.226292986422777,Manchester_City,2023,Premier League
11903,Oscar Bobb,14,269,1,1.49422175437212,1,1.187767542898655,4,8,0,0,M S,Manchester City,1,1.49422175437212,5.021226137876511,2.8755914717912674,Manchester_City,2023,Premier League
638,Kyle Walker,32,2770,0,0.3650220464915037,4,3.342263269238174,16,25,2,0,D S,Manchester City,0,0.3650220464915037,21.998310588300228,20.06531212478876,Manchester_City,2023,Premier League
2498,Aymeric Laporte,1,6,0,0.11228246241807938,0,0,1,0,0,0,S,Manchester City,0,0.11228246241807938,0,0,Manchester_City,2023,Premier League
6054,Ederson,33,2794,0,0,0,0,0,0,5,0,GK,Manchester City,0,0,8.03402054309845,8.03402054309845,Manchester_City,2023,Premier League
6656,Sergio Gómez,6,29,0,0.6195764094591141,1,0.12880565226078033,2,1,0,0,S,Manchester City,0,0.6195764094591141,0.9868094772100449,0.3672330677509308,Manchester_City,2023,Premier League
8497,Cole Palmer,1,5,0,0,0,0,0,0,0,0,S,Manchester City,0,0,0,0,Manchester_City,2023,Premier League
8719,Kalvin Phillips,4,71,0,0.08982817083597183,0,0,2,0,0,0,S,Manchester City,0,0.08982817083597183,0.5933903157711029,0.5212663719430566,Manchester_City,2023,Premier League
8786,Stefan Ortega Moreno,9,626,0,0,0,0,0,0,0,0,GK S,Manchester City,0,0,1.7157262079417706,1.7157262079417706,Manchester_City,2023,Premier League
8961,Rúben Dias,30,2552,0,1.828122090548277,0,0.600502266548574,20,7,0,0,D S,Manchester City,0,1.828122090548277,16.81101167947054,16.458546616137028,Manchester_City,2023,Premier League
10126,James McAtee,1,1,0,0,0,0,0,0,0,0,S,Manchester City,0,0,0,0,Manchester_City,2023,Premier League
11000,Matheus Nunes,17,637,0,0.8191385120153427,2,1.4443662241101265,9,9,0,0,M S,Manchester City,0,0.8191385120153427,5.797309570014477,4.028275441378355,Manchester_City,2023,Premier League
1250,Mohamed Salah,32,2556,18,21.941274393349886,10,12.332044444978237,114,66,2,0,F S,Liverpool,13,16.613166783005,31.875095803290606,8.363566914573312,Liverpool,2023,Premier League
10720,Darwin Núñez,36,2037,11,19.187851031310856,8,5.950456521473825,108,33,9,0,F S,Liverpool,11,18.42668213415891,25.07862750068307,5.313199203461409,Liverpool,2023,Premier League
6854,Diogo Jota,21,1164,10,6.724682793021202,3,3.19649357162416,41,23,1,1,F S,Liverpool,10,6.724682793021202,12.289753511548042,5.313873592764139,Liverpool,2023,Premier League
10408,Luis Díaz,37,2706,8,12.864595355466008,5,6.482230054214597,94,64,3,0,F S,Liverpool,8,12.864595355466008,24.42669267952442,10.309036564081907,Liverpool,2023,Premier League
11296,Cody Gakpo,35,1640,8,8.769219513982534,5,4.2288118079304695,66,25,1,0,F M S,Liverpool,8,8.769219513982534,17.55027423426509,6.47403072565794,Liverpool,2023,Premier League
8379,Alexis Mac Allister,33,2661,5,3.998983211815357,5,3.578091200441122,44,47,7,1,M S,Liverpool,4,3.237814389169216,22.71393956243992,18.186699956655502,Liverpool,2023,Premier League
1688,Andrew Robertson,23,1684,3,2.4325872622430325,2,6.65541476290673,12,62,2,0,D S,Liverpool,3,2.4325872622430325,15.87774301506579,10.361629979684949,Liverpool,2023,Premier League
1791,Trent Alexander-Arnold,28,2190,3,2.745258178561926,4,8.361615665256977,47,64,6,0,D S,Liverpool,3,2.745258178561926,19.35842103511095,14.500512413680553,Liverpool,2023,Premier League
7546,Harvey Elliott,34,1268,3,2.5765033923089504,6,4.262343382462859,49,36,2,0,F M S,Liverpool,3,2.5765033923089504,14.047137239947915,9.563051972538233,Liverpool,2023,Premier League
9788,Dominik Szoboszlai,33,2135,3,3.519060474820435,2,5.657645266503096,60,55,1,0,M S,Liverpool,3,3.519060474820435,21.230980657041073,15.891304083168507,Liverpool,2023,Premier League
833,Virgil van Dijk,36,3177,2,3.299967482686043,2,1.8630620841868222,45,11,3,1,D,Liverpool,2,3.299967482686043,18.085036668926477,17.597938928753138,Liverpool,2023,Premier League
10187,Jarell Quansah,17,1182,2,1.4266883935779333,0,0.07552261091768742,6,3,1,0,D S,Liverpool,2,1.4266883935779333,7.204154305160046,7.149779371917248,Liverpool,2023,Premier League
6665,Curtis Jones,23,1152,1,2.483465351164341,1,0.9511555470526218,19,11,3,1,M S,Liverpool,1,2.483465351164341,9.832491017878056,6.74063022620976,Liverpool,2023,Premier League
8808,Wataru Endo,29,1718,1,0.4377728682011366,0,1.4933863505721092,10,16,10,0,M S,Liverpool,1,0.4377728682011366,12.217629071325064,11.228149242699146,Liverpool,2023,Premier League
10120,Conor Bradley,11,776,1,0.9028667435050011,3,1.9515707418322563,12,15,2,0,D S,Liverpool,1,0.9028667435050011,6.451037675142288,4.833862990140915,Liverpool,2023,Premier League
10697,Ryan Gravenberch,26,1116,1,1.7132481131702662,0,1.0920489802956581,23,15,0,0,M S,Liverpool,1,1.7132481131702662,7.440316876396537,5.028185680508614,Liverpool,2023,Premier League
229,Thiago Alcántara,1,1,0,0,0,0,0,0,0,0,S,Liverpool,0,0,0,0,Liverpool,2023,Premier League
332,Joel Matip,10,798,0,0.5547500364482403,0,0.049058178439736366,5,2,2,0,D S,Liverpool,0,0.5547500364482403,4.6627917140722275,4.635653033852577,Liverpool,2023,Premier League
987,Joseph Gomez,32,1749,0,0.8164968742057681,1,1.5004456005990505,19,21,5,0,D M S,Liverpool,0,0.8164968742057681,10.545846451073885,8.967196764424443,Liverpool,2023,Premier League
1257,Alisson,28,2520,0,0,0,0,0,0,1,0,GK,Liverpool,0,0,8.493492092937231,8.493492092937231,Liverpool,2023,Premier League
6326,Ibrahima Konaté,22,1555,0,0.5480835782364011,0,0.5098369065672159,11,8,3,1,D S,Liverpool,0,0.5480835782364011,10.232070155441761,10.100398369133472,Liverpool,2023,Premier League
7904,Caoimhin Kelleher,10,900,0,0,0,0.044807832688093185,0,1,0,0,GK,Liverpool,0,0,3.1609220281243324,3.1609220281243324,Liverpool,2023,Premier League
8852,Konstantinos Tsimikas,13,667,0,0.09273439832031727,3,1.1678164629265666,3,16,0,0,D S,Liverpool,0,0.09273439832031727,2.015436552464962,1.7746542319655418,Liverpool,2023,Premier League
10118,Kaide Gordon,1,1,0,0,0,0,0,0,0,0,S,Liverpool,0,0,0,0,Liverpool,2023,Premier League
10119,Owen Beck,1,5,0,0,0,0,0,0,0,0,S,Liverpool,0,0,0.5044733881950378,0.5044733881950378,Liverpool,2023,Premier League
10723,Stefan Bajcetic,1,23,0,0,0,0,0,0,0,0,S,Liverpool,0,0,0,0,Liverpool,2023,Premier League
10997,Bobby Clark,5,79,0,0.0737958550453186,0,0,2,0,0,0,M S,Liverpool,0,0.0737958550453186,0.2553020417690277,0.2216729074716568,Liverpool,2023,Premier League
11231,Ben Doak,1,6,0,0,0,0,0,0,0,0,S,Liverpool,0,0,0,0,Liverpool,2023,Premier League
11811,James McConnell,3,3,0,0,0,0,0,0,0,0,S,Liverpool,0,0,0,0,Liverpool,2023,Premier League
12455,Jayden Danns,2,6,0,0,0,0,0,0,1,0,S,Liverpool,0,0,0,0,Liverpool,2023,Premier League
8497,Cole Palmer,33,2635,22,17.83224501274526,11,11.869294486939907,108,72,7,0,F M S,Chelsea,13,10.981725485995412,31.036520244553685,15.302413104102015,Chelsea,2023,Premier League
10048,Nicolas Jackson,35,2818,14,19.860593939200044,5,5.2836981769651175,80,36,10,0,F M S,Chelsea,14,19.860593939200044,27.917255371809006,7.270463835448027,Chelsea,2023,Premier League
618,Raheem Sterling,31,1987,8,8.573790527880192,4,4.971372967585921,51,30,7,0,F M S,Chelsea,8,8.573790527880192,19.289956534281373,8.898095147684216,Chelsea,2023,Premier League
9040,Conor Gallagher,37,3171,5,4.717563968151808,7,5.792711144313216,48,52,7,1,M,Chelsea,5,4.717563968151808,25.90884201787412,18.712417108938098,Chelsea,2023,Premier League
11305,Mykhailo Mudryk,31,1563,5,5.111277528107166,2,3.8853818774223328,35,32,5,0,F M S,Chelsea,5,5.111277528107166,10.99068268481642,4.357236756011844,Chelsea,2023,Premier League
11357,Noni Madueke,23,1066,5,3.0036024190485477,2,2.160680465400219,32,20,2,0,M S,Chelsea,4,2.2424335815012455,7.7808678727597,4.740718839690089,Chelsea,2023,Premier League
3288,Thiago Silva,31,2530,3,0.7915211245417595,1,1.4041369603946805,14,9,4,0,D S,Chelsea,3,0.7915211245417595,14.303374078124762,14.190275978296995,Chelsea,2023,Premier League
3300,Christopher Nkunku,11,416,3,2.4121735505759716,0,0.2275804504752159,16,3,0,0,F M S,Chelsea,3,2.4121735505759716,4.83782403729856,2.7286274563521147,Chelsea,2023,Premier League
11356,Enzo Fernández,28,2237,3,6.147583088837564,2,3.5588307976722717,47,32,7,0,M S,Chelsea,2,4.62524542491883,18.34273999929428,12.553447233512998,Chelsea,2023,Premier League
6885,Axel Disasi,31,2586,2,2.678889036178589,0,0.19504063576459885,16,3,6,0,D S,Chelsea,2,2.678889036178589,14.653339916840196,14.106656992807984,Chelsea,2023,Premier League
6615,Trevoh Chalobah,13,944,1,0.35911528021097183,0,0.07494096830487251,2,2,1,0,D S,Chelsea,1,0.35911528021097183,4.417237082496285,4.417237082496285,Chelsea,2023,Premier League
8384,Armando Broja,13,448,1,2.4893455486744642,0,0.13792585209012032,13,3,0,0,F S,Chelsea,1,2.4893455486744642,3.597324600443244,1.0137090012431145,Chelsea,2023,Premier League
9356,Carney Chukwuemeka,9,219,1,0.11761219799518585,1,0.24838955141603947,3,5,2,0,M S,Chelsea,1,0.11761219799518585,0.47145750373601913,0.10545574314892292,Chelsea,2023,Premier League
9453,Moisés Caicedo,35,2897,1,0.2973291608504951,3,2.4989760648459196,13,22,11,0,M S,Chelsea,1,0.2973291608504951,25.048321802169085,23.26216376759112,Chelsea,2023,Premier League
10805,Levi Colwill,23,1813,1,0.7760256305336952,1,1.2379922457039356,11,7,2,0,D S,Chelsea,1,0.7760256305336952,8.106331346556544,7.155624521896243,Chelsea,2023,Premier League
11595,Alfie Gilchrist,11,192,1,0.6408083289861679,0,0,5,0,1,0,D S,Chelsea,1,0.6408083289861679,0.9851318392902613,0.509981470182538,Chelsea,2023,Premier League
782,Ben Chilwell,13,771,0,1.2212005220353603,1,1.793320189230144,12,14,5,0,D S,Chelsea,0,1.2212005220353603,3.850440725684166,1.9574524844065309,Chelsea,2023,Premier League
7134,Marc Cucurella,21,1788,0,1.4538506548851728,2,1.254556130617857,8,19,10,0,D S,Chelsea,0,1.4538506548851728,12.102387934923172,10.091670595109463,Chelsea,2023,Premier League
7240,Benoit Badiashile Mukinayi,18,1338,0,0.5172926671802998,1,1.5548250479623675,6,6,2,0,D S,Chelsea,0,0.5172926671802998,8.460209622979164,8.366715781390667,Chelsea,2023,Premier League
8067,Reece James,10,422,0,0.3389957156032324,2,2.679515279829502,7,11,0,2,D S,Chelsea,0,0.3389957156032324,3.0341393500566483,1.8427834287285805,Chelsea,2023,Premier League
9017,Malo Gusto,27,1754,0,1.700457390397787,6,5.507309950888157,15,32,7,1,D S,Chelsea,0,1.700457390397787,14.041902555152774,10.585735710337758,Chelsea,2023,Premier League
9098,Robert Sánchez,16,1438,0,0,0,0,0,0,2,0,GK,Chelsea,0,0,4.148339273408055,4.148339273408055,Chelsea,2023,Premier League
9451,Chimuanya Ugochukwu,12,289,0,0,0,0.18544436991214752,0,3,2,0,M S,Chelsea,0,0,2.2840482108294964,2.163483928889036,Chelsea,2023,Premier League
10004,Romeo Lavia,1,29,0,0,0,0,0,0,0,0,S,Chelsea,0,0,0,0,Chelsea,2023,Premier League
10433,Cesare Casadei,11,48,0,0,0,0.11868480406701565,0,2,0,0,S,Chelsea,0,0,0.1853423323482275,0.0880566667765379,Chelsea,2023,Premier League
11807,Ian Maatsen,12,169,0,0.6834889836609364,0,0.05732445325702429,5,2,1,0,M S,Chelsea,0,0.6834889836609364,1.3501509558409452,0.6530423145741224,Chelsea,2023,Premier League
11810,Mason Burstow,2,2,0,0,0,0,0,0,0,0,S,Chelsea,0,0,0,0,Chelsea,2023,Premier League
12032,Djordje Petrovic,23,1982,0,0,0,0,0,0,2,0,GK S,Chelsea,0,0,3.3123070560395718,3.3123070560395718,Chelsea,2023,Premier League
12033,Deivid Washington,2,7,0,0.12518750131130219,0,0,1,0,0,0,S,Chelsea,0,0.12518750131130219,0.19184502959251404,0.06665752828121185,Chelsea,2023,Premier League
12086,Alex Matos,1,1,0,0,0,0,0,0,0,0,S,Chelsea,0,0,0,0,Chelsea,2023,Premier League
12497,Jimi Tauriainen,1,1,0,0,0,0,0,0,0,0,S,Chelsea,0,0,0,0,Chelsea,2023,Premier League
12535,Josh Acheampong,1,1,0,0,0,0,0,0,0,0,S,Chelsea,0,0,0,0,Chelsea,2023,Premier League
1228,Bruno Fernandes,35,3121,10,10.746266636997461,8,13.15852378681302,95,113,9,0,F M,Manchester United,6,6.940422397106886,22.69340828806162,12.64676270633936,Manchester_United,2023,Premier League
11055,Rasmus Højlund,30,2210,10,9.338883213698864,2,1.779460173100233,38,28,2,0,F S,Manchester United,10,9.338883213698864,11.463255237787962,2.9498381465673447,Manchester_United,2023,Premier League
556,Marcus Rashford,33,2292,7,7.661536030471325,2,2.390108224004507,62,24,2,0,F M S,Manchester United,5,6.13919834792614,12.686340739950538,4.950286580249667,Manchester_United,2023,Premier League
5560,Scott McTominay,32,1861,7,6.777370238676667,1,1.0619673654437065,44,11,2,0,F M S,Manchester United,7,6.777370238676667,9.31455492042005,3.7229946237057447,Manchester_United,2023,Premier League
10552,Alejandro Garnacho,36,2601,7,9.865097627043724,4,5.915270071476698,100,46,4,0,M S,Manchester United,7,9.865097627043724,18.36983707919717,5.9700166545808315,Manchester_United,2023,Premier League
11174,Kobbie Mainoo,24,1980,3,0.7737709768116474,1,0.8450042605400085,11,15,3,0,M,Manchester United,3,0.7737709768116474,5.0805817022919655,3.867461297661066,Manchester_United,2023,Premier League
1687,Harry Maguire,22,1645,2,2.137907139956951,2,1.306744921952486,20,6,3,0,D S,Manchester United,2,2.137907139956951,5.5030854400247335,4.45605625025928,Manchester_United,2023,Premier League
7281,Diogo Dalot,36,3171,2,1.3286937261000276,3,3.0855262465775013,30,38,4,1,D S,Manchester United,2,1.3286937261000276,10.952797057107091,8.364923918619752,Manchester_United,2023,Premier League
553,Anthony Martial,13,430,1,1.0567390732467175,0,0.2762942183762789,6,6,0,0,F S,Manchester United,1,1.0567390732467175,1.701497795060277,0.41217057779431343,Manchester_United,2023,Premier League
646,Christian Eriksen,22,1130,1,0.6886363411322236,2,2.3459482928738,13,27,1,0,M S,Manchester United,1,0.6886363411322236,5.237064341083169,3.57036822848022,Manchester_United,2023,Premier League
2245,Raphael Varane,22,1374,1,1.1560358591377735,0,0.08104487508535385,8,1,2,0,D S,Manchester United,1,1.1560358591377735,4.322573345154524,3.4524471573531628,Manchester_United,2023,Premier League
2248,Casemiro,25,2006,1,3.123898906633258,2,1.3856250941753387,38,16,7,0,D M S,Manchester United,1,3.123898906633258,8.275429267436266,6.855192001909018,Manchester_United,2023,Premier League
6080,Victor Lindelöf,19,1340,1,0.43084179423749447,1,0.2853157091885805,6,8,2,0,D S,Manchester United,1,0.43084179423749447,3.862116176635027,3.649274256080389,Manchester_United,2023,Premier League
7768,Mason Mount,14,501,1,0.6238168478012085,0,0.37420978117734194,5,6,2,0,M S,Manchester United,1,0.6238168478012085,3.08113169670105,2.231110103428364,Manchester_United,2023,Premier League
8127,Amad Diallo Traore,9,375,1,0.5594709701836109,1,1.0110422410070896,10,10,1,0,M S,Manchester United,1,0.5594709701836109,2.2942124884575605,1.4572133403271437,Manchester_United,2023,Premier League
9558,Hannibal Mejbri,5,124,1,0.01660188101232052,0,0.2175336331129074,1,2,1,0,M S,Manchester United,1,0.01660188101232052,0.6164471115916967,0.3823116421699524,Manchester_United,2023,Premier League
11094,Antony,29,1329,1,3.4931225115433335,1,3.495804164558649,43,22,5,0,M S,Manchester United,1,3.4931225115433335,11.48103859461844,6.454792508855462,Manchester_United,2023,Premier League
807,Jonny Evans,23,1399,0,0.08175858855247498,1,0.7122423723340034,1,6,2,0,D S,Manchester United,0,0.08175858855247498,3.112667176872492,3.084139473736286,Manchester_United,2023,Premier League
1006,Luke Shaw,12,976,0,0.07127450406551361,0,0.954092476516962,2,13,6,0,D,Manchester United,0,0.07127450406551361,2.18767312169075,1.9797745142132044,Manchester_United,2023,Premier League
5584,Aaron Wan-Bissaka,22,1784,0,0.14621218293905258,2,1.4311098009347916,3,12,4,0,D S,Manchester United,0,0.14621218293905258,7.737613718956709,6.425123929977417,Manchester_United,2023,Premier League
6345,Jadon Sancho,3,68,0,0,0,0.12816749513149261,0,1,0,0,S,Manchester United,0,0,0.2712413966655731,0.1430738866329193,Manchester_United,2023,Premier League
7187,Sergio Reguilón,9,402,0,0.21072756126523018,0,0.8145383335649967,4,8,3,0,D S,Manchester United,0,0.21072756126523018,2.156156972050667,1.63808111846447,Manchester_United,2023,Premier League
7927,Sofyan Amrabat,21,922,0,0.07372471690177917,0,0.2675175704061985,3,6,6,0,D M S,Manchester United,0,0.07372471690177917,2.209341010078788,2.0533030200749636,Manchester_United,2023,Premier League
8821,Donny van de Beek,1,1,0,0.03228488191962242,0,0.06568886339664459,1,1,0,0,S,Manchester United,0,0.03228488191962242,0.09797374159097672,0,Manchester_United,2023,Premier League
9324,Facundo Pellistri,9,144,0,0.37423551455140114,1,0.07077087461948395,4,1,0,0,M S,Manchester United,0,0.37423551455140114,1.411473162472248,0.9664667788892984,Manchester_United,2023,Premier League
10802,Lisandro Martínez,11,656,0,0,1,0.047665963880717754,0,3,3,0,D S,Manchester United,0,0,2.1589127592742443,2.1222109608352184,Manchester_United,2023,Premier League
10913,André Onana,38,3420,0,0,0,0.13173804059624672,0,3,5,0,GK,Manchester United,0,0,4.992942536249757,4.861204484477639,Manchester_United,2023,Premier League
11987,Daniel Gore,1,1,0,0,0,0,0,0,0,0,S,Manchester United,0,0,0,0,Manchester_United,2023,Premier League
12275,Willy Kambwala,8,318,0,0,0,0,0,0,1,0,D S,Manchester United,0,0,0.38690609484910965,0.38690609484910965,Manchester_United,2023,Premier League
12340,Omari Forson,4,62,0,0.04880104586482048,1,0.12782835587859154,1,2,0,0,M S,Manchester United,0,0.04880104586482048,0.06839122623205185,0.03421920910477638,Manchester_United,2023,Premier League
12568,Ethan Wheatley,3,9,0,0,0,0,0,0,0,0,S,Manchester United,0,0,0,0,Manchester_United,2023,Premier League
5220,Kai Havertz,23,1880,9,11.830620590597391,3,2.9488715566694736,53,17,5,0,F M S,Arsenal,9,11.830620590597391,16.01736629009247,4.696250442415476,Arsenal,2024,Premier League
7698,Leandro Trossard,38,2569,8,8.742100939154625,7,7.04339361935854,72,43,2,1,F M S,Arsenal,8,8.742100939154625,18.95159810781479,7.050739685073495,Arsenal,2024,Premier League
7752,Gabriel Martinelli,33,2310,8,9.213460259139538,4,5.264152456074953,56,40,1,0,F M S,Arsenal,8,9.213460259139538,16.827736772596836,4.392328556627035,Arsenal,2024,Premier League
5304,Mikel Merino,28,1578,7,6.865131866186857,2,2.1651013009250164,38,17,2,1,F M S,Arsenal,7,6.865131866186857,11.007616562768817,5.772648703306913,Arsenal,2024,Premier League
7322,Bukayo Saka,25,1763,6,8.94342190399766,10,11.583731275051832,67,58,3,0,F M S,Arsenal,5,8.182253051549196,16.460995193570852,6.0235540214926,Arsenal,2024,Premier League
2328,Thomas Partey,35,2810,4,2.3900655396282673,2,2.580821704119444,26,20,4,0,D M S,Arsenal,4,2.3900655396282673,16.352560142055154,14.675600433722138,Arsenal,2024,Premier League
5553,Declan Rice,35,2848,4,3.6269928105175495,7,9.060594327747822,48,59,5,1,M S,Arsenal,4,3.6269928105175495,17.24022226035595,10.361034391447902,Arsenal,2024,Premier League
11132,Ethan Nwaneri,26,883,4,1.7757814601063728,2,1.1617773352190852,24,16,1,0,F M S,Arsenal,4,1.7757814601063728,4.733230505138636,2.7513870988041162,Arsenal,2024,Premier League
2517,Martin Odegaard,30,2343,3,5.635795846581459,8,7.852103857323527,49,63,4,0,M S,Arsenal,2,4.874626979231834,19.575034234672785,11.76090756803751,Arsenal,2024,Premier League
5543,Gabriel Jesus,17,581,3,3.375023730099201,0,0.5535630472004414,20,8,4,0,F S,Arsenal,3,3.375023730099201,4.954094588756561,2.0514997951686382,Arsenal,2024,Premier League
